Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational Option Type","NSLP Provision Status","Charter School (Y/N)","Charter School Number","Charter Funding Type",IRC,Low Grade,High Grade,"Enrollment (K-12)","Free Meal Count (K-12)","Percent (%) Eligible Free (K-12)","FRPM Count (K-12)","Percent (%) Eligible FRPM (K-12)","Enrollment (Ages 5-17)","Free Meal Count (Ages 5-17)","Percent (%) Eligible Free (Ages 5-17)","FRPM Count (Ages 5-17)","Percent (%) Eligible FRPM (Ages 5-17)","2013-14 CALPADS Fall 1 Certification Status"
2014-2015,01,10017,0109835,Alameda,Alameda County Office of Education,FAME Public Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,,Y,0728,Directly funded,Y,K,12,1087.0,565.0,0.5197792088316467,715.0,0.6577736890524379,1070.0,553.0,0.516822429906542,702.0,0.6560747663551402,Y
2014-2015,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,County Office of Education (COE),High Schools (Public),Traditional,,Y,0811,Directly funded,Y,9,12,395.0,186.0,0.4708860759493671,186.0,0.4708860759493671,376.0,182.0,0.48404255319148937,182.0,0.48404255319148937,Y
2014-2015,01,10017,0118489,Alameda,Alameda County Office of Education,Aspire California College Preparatory Academy,County Office of Education (COE),High Schools (Public),Traditional,,Y,1049,Directly funded,Y,9,12,244.0,134.0,0.5491803278688525,175.0,0.7172131147540983,230.0,128.0,0.5565217391304348,168.0,0.7304347826086957,Y
2014-2015,01,10017,0123968,Alameda,Alameda County Office of Education,Community School for Creative Education,County Office of Education (COE),Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,Y,1284,Directly funded,Y,K,8,191.0,113.0,0.5916230366492147,139.0,0.7277486910994765,190.0,113.0,0.5947368421052631,139.0,0.7315789473684211,Y
2014-2015,01,10017,0124172,Alameda,Alameda County Office of Education,Yu Ming Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,,Y,1296,Directly funded,Y,K,8,257.0,14.0,0.054474708171206226,21.0,0.08171206225680934,257.0,14.0,0.054474708171206226,21.0,0.08171206225680934,Y
2014-2015,01,10017,0125567,Alameda,Alameda County Office of Education,Urban Montessori Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,,Y,1383,Directly funded,Y,K,8,279.0,81.0,0.2903225806451613,101.0,0.36200716845878134,273.0,78.0,0.2857142857142857,98.0,0.358974358974359,Y
2014-2015,01,10017,0130401,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,N,,,N,K,12,181.0,71.0,0.39226519337016574,73.0,0.40331491712707185,160.0,66.0,0.4125,68.0,0.425,Y
2014-2015,01,10017,0130419,Alameda,Alameda County Office of Education,Alameda County Community,County Office of Education (COE),County Community,County Community School,,N,,,N,K,12,277.0,190.0,0.6859205776173285,223.0,0.8050541516245487,221.0,145.0,0.6561085972850679,172.0,0.7782805429864253,Y
2014-2015,01,10017,6001788,Alameda,Alameda County Office of Education,Cox Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,,Y,0740,Directly funded,Y,K,5,597.0,493.0,0.8257956448911222,557.0,0.932998324958124,586.0,483.0,0.8242320819112628,546.0,0.931740614334471,Y
2014-2015,01,10017,6002000,Alameda,Alameda County Office of Education,Lazear Charter Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,Provision 2                                       ,Y,1464,Directly funded,Y,K,8,437.0,336.0,0.7688787185354691,400.0,0.9153318077803204,437.0,336.0,0.7688787185354691,400.0,0.9153318077803204,Y
2014-2015,01,31609,0131755,Alameda,California School for the Blind (State Special Schl),California School for the Blind,State Special Schools,State Special Schools,State Special School,,N,,,N,1,Adult,60.0,59.0,0.9833333333333333,59.0,0.9833333333333333,40.0,39.0,0.975,39.0,0.975,Y
2014-2015,01,31617,0131763,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,State Special Schools,State Special Schools,State Special School,Provision 2                                       ,N,,,N,P,12,410.0,403.0,0.9829268292682927,403.0,0.9829268292682927,335.0,330.0,0.9850746268656716,330.0,0.9850746268656716,Y
2014-2015,01,61119,0000001,Alameda,Alameda Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,29.0,1.0,0.034482758620689655,1.0,0.034482758620689655,27.0,1.0,0.037037037037037035,1.0,0.037037037037037035,Y
2014-2015,01,61119,0106401,Alameda,Alameda Unified,Alameda Science and Technology Institute,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,170.0,39.0,0.22941176470588234,52.0,0.3058823529411765,167.0,38.0,0.2275449101796407,50.0,0.2994011976047904,Y
2014-2015,01,61119,0111765,Alameda,Alameda Unified,Ruby Bridges Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,588.0,322.0,0.5476190476190477,398.0,0.6768707482993197,588.0,322.0,0.5476190476190477,398.0,0.6768707482993197,Y
2014-2015,01,61119,0119222,Alameda,Alameda Unified,Nea Community Learning Center,Unified School District,K-12 Schools (Public),Traditional,,Y,1066,Directly funded,Y,K,12,476.0,117.0,0.24579831932773108,147.0,0.3088235294117647,470.0,115.0,0.24468085106382978,145.0,0.30851063829787234,Y
2014-2015,01,61119,0122085,Alameda,Alameda Unified,The Academy of Alameda,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,1181,Directly funded,N,6,8,508.0,160.0,0.31496062992125984,193.0,0.3799212598425197,508.0,160.0,0.31496062992125984,193.0,0.3799212598425197,Y
2014-2015,01,61119,0126656,Alameda,Alameda Unified,Maya Lin,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,8,321.0,114.0,0.35514018691588783,134.0,0.4174454828660436,312.0,111.0,0.3557692307692308,131.0,0.4198717948717949,Y
2014-2015,01,61119,0128199,Alameda,Alameda Unified,Encinal Junior Jets,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,229.0,103.0,0.4497816593886463,128.0,0.5589519650655022,229.0,103.0,0.4497816593886463,128.0,0.5589519650655022,Y
2014-2015,01,61119,0130229,Alameda,Alameda Unified,Alameda High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1746.0,320.0,0.18327605956471935,396.0,0.2268041237113402,1675.0,307.0,0.18328358208955223,378.0,0.22567164179104476,Y
2014-2015,01,61119,0130609,Alameda,Alameda Unified,Alameda Community Learning Center,Unified School District,High Schools (Public),Traditional,,Y,0352,Directly funded,Y,6,12,376.0,35.0,0.09308510638297872,47.0,0.125,374.0,33.0,0.08823529411764706,45.0,0.12032085561497326,Y
2014-2015,01,61119,0130625,Alameda,Alameda Unified,Alternatives in Action,Unified School District,High Schools (Public),Traditional,,Y,0398,Directly funded,Y,9,12,161.0,123.0,0.7639751552795031,148.0,0.9192546583850931,142.0,110.0,0.7746478873239436,132.0,0.9295774647887324,Y
2014-2015,01,61119,0132878,Alameda,Alameda Unified,Encinal High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1052.0,371.0,0.3526615969581749,447.0,0.42490494296577946,1003.0,349.0,0.34795613160518446,422.0,0.42073778664007977,Y
2014-2015,01,61119,0134304,Alameda,Alameda Unified,Island High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,144.0,73.0,0.5069444444444444,83.0,0.5763888888888888,112.0,54.0,0.48214285714285715,63.0,0.5625,Y
2014-2015,01,61119,6090005,Alameda,Alameda Unified,Donald D. Lum Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,519.0,127.0,0.24470134874759153,159.0,0.3063583815028902,504.0,123.0,0.24404761904761904,155.0,0.30753968253968256,Y
2014-2015,01,61119,6090013,Alameda,Alameda Unified,Edison Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,486.0,50.0,0.102880658436214,58.0,0.11934156378600823,486.0,50.0,0.102880658436214,58.0,0.11934156378600823,Y
2014-2015,01,61119,6090021,Alameda,Alameda Unified,Frank Otis Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,588.0,74.0,0.12585034013605442,100.0,0.17006802721088435,588.0,74.0,0.12585034013605442,100.0,0.17006802721088435,Y
2014-2015,01,61119,6090039,Alameda,Alameda Unified,Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,326.0,39.0,0.1196319018404908,50.0,0.15337423312883436,326.0,39.0,0.1196319018404908,50.0,0.15337423312883436,Y
2014-2015,01,61119,6090047,Alameda,Alameda Unified,Henry Haight Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,452.0,214.0,0.47345132743362833,254.0,0.5619469026548672,432.0,207.0,0.4791666666666667,246.0,0.5694444444444444,Y
2014-2015,01,61119,6090054,Alameda,Alameda Unified,Lincoln Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,900.0,105.0,0.11666666666666667,139.0,0.15444444444444444,900.0,105.0,0.11666666666666667,139.0,0.15444444444444444,Y
2014-2015,01,61119,6090112,Alameda,Alameda Unified,Will C. Wood Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,439.0,187.0,0.42596810933940776,218.0,0.49658314350797267,439.0,187.0,0.42596810933940776,218.0,0.49658314350797267,Y
2014-2015,01,61119,6090120,Alameda,Alameda Unified,William G. Paden Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,316.0,125.0,0.39556962025316456,140.0,0.4430379746835443,300.0,115.0,0.38333333333333336,130.0,0.43333333333333335,Y
2014-2015,01,61119,6100374,Alameda,Alameda Unified,Amelia Earhart Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,622.0,42.0,0.06752411575562701,54.0,0.08681672025723473,608.0,41.0,0.06743421052631579,53.0,0.08717105263157894,Y
2014-2015,01,61119,6110779,Alameda,Alameda Unified,Bay Farm,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,572.0,35.0,0.06118881118881119,45.0,0.07867132867132867,572.0,35.0,0.06118881118881119,45.0,0.07867132867132867,Y
2014-2015,01,61127,0000001,Alameda,Albany City Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,1.0,,,,,1.0,,,,,Y
2014-2015,01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,10,12,27.0,10.0,0.37037037037037035,15.0,0.5555555555555556,21.0,9.0,0.42857142857142855,14.0,0.6666666666666666,Y
2014-2015,01,61127,0130450,Alameda,Albany City Unified,Albany High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1195.0,166.0,0.1389121338912134,232.0,0.19414225941422594,1163.0,163.0,0.14015477214101463,228.0,0.19604471195184867,Y
2014-2015,01,61127,6090146,Alameda,Albany City Unified,Cornell Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,570.0,58.0,0.10175438596491228,78.0,0.1368421052631579,570.0,58.0,0.10175438596491228,78.0,0.1368421052631579,Y
2014-2015,01,61127,6090161,Alameda,Albany City Unified,Albany Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,868.0,145.0,0.16705069124423963,188.0,0.21658986175115208,868.0,145.0,0.16705069124423963,188.0,0.21658986175115208,Y
2014-2015,01,61127,6095376,Alameda,Albany City Unified,Marin Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,523.0,54.0,0.10325047801147227,71.0,0.13575525812619502,523.0,54.0,0.10325047801147227,71.0,0.13575525812619502,Y
2014-2015,01,61127,6116222,Alameda,Albany City Unified,Ocean View Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,697.0,211.0,0.30272596843615496,247.0,0.35437589670014347,663.0,202.0,0.3046757164404223,236.0,0.3559577677224736,Y
2014-2015,01,61143,0000001,Alameda,Berkeley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,32.0,10.0,0.3125,10.0,0.3125,24.0,8.0,0.3333333333333333,8.0,0.3333333333333333,Y
