cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
14000000000000,C,,,Inyo,1217,87,490,494,471,43,49.43
14101400000000,D,,Inyo County Office of Education,Inyo,993,4,,,,,
14101400117994,S,YouthBuild Charter School of California,Inyo County Office of Education,Inyo,573,1,,,,,
14101400121301,S,YouthBuild Charter School of California Central,Inyo County Office of Education,Inyo,71,0,NA,NA,NA,NA,NA
14101400128447,S,The Education Corps,Inyo County Office of Education,Inyo,243,3,,,,,
14101400128454,S,College Bridge Academy,Inyo County Office of Education,Inyo,104,0,NA,NA,NA,NA,NA
14632480000000,D,,Big Pine Unified,Inyo,9,3,,,,,
14632481431352,S,Big Pine High,Big Pine Unified,Inyo,9,3,,,,,
14632890000000,D,,Lone Pine Unified,Inyo,24,6,,,,,
14632891434901,S,Lone Pine High,Lone Pine Unified,Inyo,20,6,,,,,
14632970000000,D,,Owens Valley Unified,Inyo,6,1,,,,,
14632971436203,S,Owens Valley High,Owens Valley Unified,Inyo,6,1,,,,,
14766870000000,D,,Bishop Unified,Inyo,182,73,494,506,476,38,52.05
14766870119081,S,Bishop Independent Study,Bishop Unified,Inyo,12,0,NA,NA,NA,NA,NA
14766871431600,S,Bishop Union High,Bishop Unified,Inyo,158,73,494,506,476,38,52.05
15000000000000,C,,,Kern,13198,4300,459,467,449,1308,30.42
15101570000000,D,,Kern County Office of Education,Kern,736,71,404,410,407,10,14.08
15101570119669,S,Paramount Academy,Kern County Office of Education,Kern,56,54,373,390,377,4,7.41
15101571530492,S,Valley Oaks Charter,Kern County Office of Education,Kern,63,17,499,476,502,6,35.29
15634120000000,D,,Delano Joint Union High,Kern,977,372,439,457,436,87,23.39
15634120100529,S,Cesar E. Chavez High,Delano Joint Union High,Kern,317,162,439,463,439,37,22.84
15634120116384,S,Robert F. Kennedy High,Delano Joint Union High,Kern,223,85,443,449,449,19,22.35
15634121531672,S,Delano High,Delano Joint Union High,Kern,390,125,436,453,422,31,24.80
15635290000000,D,,Kern High,Kern,9227,3182,461,468,450,973,30.58
15635290100198,S,Golden Valley High,Kern High,Kern,583,236,431,425,424,39,16.53
15635290110999,S,Frontier High,Kern High,Kern,562,244,486,503,475,102,41.80
15635290116392,S,Independence High,Kern High,Kern,459,213,471,473,463,75,35.21
15635290116400,S,Mira Monte High,Kern High,Kern,463,184,398,406,403,19,10.33
15635291530047,S,Nueva Continuation High,Kern High,Kern,81,1,,,,,
15635291530112,S,Vista West Continuation High,Kern High,Kern,179,2,,,,,
15635291530252,S,Arvin High,Kern High,Kern,517,171,420,424,417,21,12.28
15635291530344,S,Stockdale High,Kern High,Kern,461,271,524,548,520,157,57.93
15635291530369,S,Centennial High,Kern High,Kern,433,204,509,519,489,108,52.94
15635291530385,S,Ridgeview High,Kern High,Kern,555,233,436,443,421,38,16.31
15635291530435,S,Kern Workforce 2000 Academy,Kern High,Kern,213,0,NA,NA,NA,NA,NA
15635291530476,S,Liberty High,Kern High,Kern,424,208,517,531,501,120,57.69
15635291530708,S,Bakersfield High,Kern High,Kern,677,200,486,492,457,80,40.00
15635291532290,S,East Bakersfield High,Kern High,Kern,488,168,425,429,435,34,20.24
15635291532605,S,Foothill High,Kern High,Kern,429,144,415,436,410,18,12.50
15635291533330,S,Highland High,Kern High,Kern,463,183,470,454,445,52,28.42
15635291533538,S,Kern Valley High,Kern High,Kern,108,23,482,464,467,6,26.09
15635291534775,S,North High,Kern High,Kern,348,96,467,460,443,29,30.21
15635291535087,S,Shafter High,Kern High,Kern,309,79,442,464,440,16,20.25
15635291535392,S,South High,Kern High,Kern,448,176,417,420,400,18,10.23
15635291536606,S,West High,Kern High,Kern,538,146,450,455,432,41,28.08
15636280000000,D,,Maricopa Unified,Kern,136,4,,,,,
15636280127209,S,California Virtual Academy High @ Maricopa,Maricopa Unified,Kern,120,0,NA,NA,NA,NA,NA
15636281533843,S,Maricopa High,Maricopa Unified,Kern,16,4,,,,,
15636770000000,D,,Mojave Unified,Kern,159,50,450,430,428,9,18.00
15636770114512,S,California City High,Mojave Unified,Kern,113,41,445,431,424,8,19.51
15636771534460,S,Mojave Jr./Sr. High,Mojave Unified,Kern,46,9,,,,,
15636850000000,D,,Muroc Joint Unified,Kern,138,58,498,507,484,27,46.55
15636851530997,S,Boron Junior-Senior High,Muroc Joint Unified,Kern,43,9,,,,,
15636851531987,S,Desert Junior-Senior High,Muroc Joint Unified,Kern,95,49,502,505,489,23,46.94
15637760000000,D,,Southern Kern Unified,Kern,223,51,465,471,463,17,33.33
15637761530377,S,Abraham Lincoln Alternative,Southern Kern Unified,Kern,19,0,NA,NA,NA,NA,NA
15637761534957,S,Rosamond High,Southern Kern Unified,Kern,181,51,465,471,463,17,33.33
15638180000000,D,,Taft Union High,Kern,251,69,464,471,452,18,26.09
15638181535905,S,Taft Union High,Taft Union High,Kern,222,69,464,471,452,18,26.09
15638260000000,D,,Tehachapi Unified,Kern,326,102,528,518,501,56,54.90
15638261536135,S,Tehachapi High,Tehachapi Unified,Kern,259,102,528,518,501,56,54.90
15638590000000,D,,Wasco Union High,Kern,385,106,432,448,433,22,20.75
15638591536440,S,Wasco High,Wasco Union High,Kern,327,106,432,448,433,22,20.75
15737420000000,D,,Sierra Sands Unified,Kern,371,116,518,536,514,70,60.34
15737421531367,S,Burroughs High,Sierra Sands Unified,Kern,319,116,518,536,514,70,60.34
15739080000000,D,,McFarland Unified,Kern,203,100,407,420,394,14,14.00
15739081534155,S,McFarland High,McFarland Unified,Kern,193,100,407,420,394,14,14.00
15751680000000,D,,El Tejon Unified,Kern,66,19,473,469,443,5,26.32
15751681530401,S,Frazier Mountain High,El Tejon Unified,Kern,66,19,473,469,443,5,26.32
16000000000000,C,,,Kings,2123,586,451,446,440,149,25.43
16101650000000,D,,Kings County Office of Education,Kings,58,0,NA,NA,NA,NA,NA
16638750000000,D,,Armona Union Elementary,Kings,174,3,,,,,
16638750101717,S,Crossroads Charter,Armona Union Elementary,Kings,43,0,NA,NA,NA,NA,NA
16638750112698,S,California Virtual Academy @ Kings,Armona Union Elementary,Kings,58,3,,,,,
16638750121491,S,"National University Academy, Armona",Armona Union Elementary,Kings,73,0,NA,NA,NA,NA,NA
16638910000000,D,,Corcoran Joint Unified,Kings,231,71,443,446,431,16,22.54
16638911632207,S,Corcoran High,Corcoran Joint Unified,Kings,192,71,443,446,431,16,22.54
16639250000000,D,,Hanford Joint Union High,Kings,962,258,460,459,449,71,27.52
16639250118919,S,Sierra Pacific High,Hanford Joint Union High,Kings,204,64,481,483,464,21,32.81
16639251630169,S,Hanford West High,Hanford Joint Union High,Kings,304,108,448,454,450,26,24.07
16639251634401,S,Hanford High,Hanford Joint Union High,Kings,340,86,460,449,436,24,27.91
16639820000000,D,,Lemoore Union High,Kings,558,172,475,468,460,59,34.30
16639820110205,S,Lemoore Middle College High,Lemoore Union High,Kings,62,55,485,468,464,22,40.00
16639821635606,S,Lemoore High,Lemoore Union High,Kings,448,117,470,468,459,37,31.62
16739320000000,D,,Reef-Sunset Unified,Kings,140,82,376,357,372,1,1.22
16739321630953,S,Avenal High,Reef-Sunset Unified,Kings,125,82,376,357,372,1,1.22
17000000000000,C,,,Lake,662,207,487,479,478,88,42.51
17640140000000,D,,Kelseyville Unified,Lake,133,42,500,468,491,18,42.86
17640141734359,S,Kelseyville High,Kelseyville Unified,Lake,122,42,500,468,491,18,42.86
17640220000000,D,,Konocti Unified,Lake,177,40,463,457,459,12,30.00
17640221735000,S,Lower Lake High,Konocti Unified,Lake,136,40,463,457,459,12,30.00
17640300000000,D,,Lakeport Unified,Lake,125,51,500,511,497,28,54.90
17640301732304,S,Clear Lake High,Lakeport Unified,Lake,111,51,500,511,497,28,54.90
17640550000000,D,,Middletown Unified,Lake,127,44,507,518,489,25,56.82
17640551736008,S,Middletown High,Middletown Unified,Lake,106,44,507,518,489,25,56.82
17640710000000,D,,Upper Lake Union High,Lake,95,30,450,412,436,5,16.67
17640711737006,S,Upper Lake High,Upper Lake Union High,Lake,86,30,450,412,436,5,16.67
18000000000000,C,,,Lassen,404,87,484,495,477,37,42.53
18640890000000,D,,Big Valley Joint Unified,Lassen,17,2,,,,,
18640891831601,S,Big Valley Jr. Sr. High,Big Valley Joint Unified,Lassen,17,2,,,,,
18641390000000,D,,Lassen Union High,Lassen,215,70,492,507,484,35,50.00
18641391833805,S,Lassen High,Lassen Union High,Lassen,210,70,492,507,484,35,50.00
18641620000000,D,,Ravendale-Termo Elementary,Lassen,58,2,,,,,
18641620120287,S,New Day Academy,Ravendale-Termo Elementary,Lassen,18,2,,,,,
18641626010763,S,Long Valley Charter,Ravendale-Termo Elementary,Lassen,39,0,NA,NA,NA,NA,NA
18642040000000,D,,Westwood Unified,Lassen,74,8,,,,,
18642041830132,S,Westwood Charter,Westwood Unified,Lassen,51,1,,,,,
18642041838507,S,Westwood High,Westwood Unified,Lassen,23,7,,,,,
18750360000000,D,,Fort Sage Unified,Lassen,38,5,,,,,
18750360121657,S,Mt. Lassen Charter,Fort Sage Unified,Lassen,17,0,NA,NA,NA,NA,NA
18750361833409,S,Herlong High,Fort Sage Unified,Lassen,21,5,,,,,
19000000000000,C,,,Los Angeles,123666,59663,466,476,464,21390,35.85
19101990000000,D,,Los Angeles County Office of Education,Los Angeles,1543,372,484,471,487,168,45.16
19101990109926,S,Academia Avance Charter,Los Angeles County Office of Education,Los Angeles,57,57,380,386,382,6,10.53
19101990109942,S,Los Angeles International Charter High,Los Angeles County Office of Education,Los Angeles,61,65,401,420,428,15,23.08
19101990127522,S,Optimist Charter,Los Angeles County Office of Education,Los Angeles,17,0,NA,NA,NA,NA,NA
19101991933399,S,L.A. County High School for the Arts,Los Angeles County Office of Education,Los Angeles,163,129,565,509,570,90,69.77
19101991995257,S,Alternative Opportunity Programs,Los Angeles County Office of Education,Los Angeles,127,0,NA,NA,NA,NA,NA
19101991995869,S,International Polytechnic High,Los Angeles County Office of Education,Los Angeles,129,110,508,519,495,57,51.82
19101991996008,S,Soledad Enrichment Action Charter High,Los Angeles County Office of Education,Los Angeles,240,11,338,305,335,0,0.00
19642120000000,D,,ABC Unified,Los Angeles,1781,885,528,566,534,549,62.03
19642121930056,S,Cerritos High,ABC Unified,Los Angeles,566,367,535,587,546,263,71.66
19642121930361,S,Artesia High,ABC Unified,Los Angeles,314,130,453,466,450,31,23.85
19642121931880,S,Whitney (Gretchen) High,ABC Unified,Los Angeles,164,154,639,687,661,151,98.05
19642121933159,S,Gahr (Richard) High,ABC Unified,Los Angeles,439,234,485,509,477,104,44.44
19642121995596,S,ABC Secondary (Alternative),ABC Unified,Los Angeles,71,0,NA,NA,NA,NA,NA
19642460000000,D,,Antelope Valley Union High,Los Angeles,7334,2044,457,448,446,564,27.59
19642460100081,S,William J. (Pete) Knight High,Antelope Valley Union High,Los Angeles,797,303,441,435,442,77,25.41
19642460108407,S,Eastside High,Antelope Valley Union High,Los Angeles,509,257,420,408,409,34,13.23
19642460111872,S,SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,86,87,517,513,496,45,51.72
19642460115337,S,Los Angeles County Online High,Antelope Valley Union High,Los Angeles,141,6,,,,,
19642460126003,S,Academies of the Antelope Valley,Antelope Valley Union High,Los Angeles,9,3,,,,,
19642461930213,S,Antelope Valley High,Antelope Valley Union High,Los Angeles,371,138,412,400,405,10,7.25
19642461931732,S,Desert Winds Continuation High,Antelope Valley Union High,Los Angeles,405,1,,,,,
19642461936624,S,Palmdale High,Antelope Valley Union High,Los Angeles,695,218,446,427,433,46,21.10
19642461937051,S,Quartz Hill High,Antelope Valley Union High,Los Angeles,780,344,499,494,486,152,44.19
19642461995398,S,Highland High,Antelope Valley Union High,Los Angeles,796,312,471,460,458,99,31.73
19642461995406,S,Littlerock High,Antelope Valley Union High,Los Angeles,342,133,423,426,422,24,18.05
19642461995844,S,Lancaster High,Antelope Valley Union High,Los Angeles,564,238,470,462,449,74,31.09
19642461996537,S,Desert Sands Charter,Antelope Valley Union High,Los Angeles,1312,4,,,,,
19642610000000,D,,Arcadia Unified,Los Angeles,925,629,579,635,592,539,85.69
19642611930288,S,Arcadia High,Arcadia Unified,Los Angeles,887,597,578,635,592,509,85.26
19642611995299,S,Rancho Learning Center (Alternative),Arcadia Unified,Los Angeles,38,32,605,641,601,30,93.75
19642790000000,D,,Azusa Unified,Los Angeles,767,276,442,440,432,54,19.57
19642791930528,S,Azusa High,Azusa Unified,Los Angeles,372,159,440,445,431,35,22.01
19642791933449,S,Gladstone High,Azusa Unified,Los Angeles,288,117,445,432,434,19,16.24
19642870000000,D,,Baldwin Park Unified,Los Angeles,2113,554,451,451,444,139,25.09
19642870114397,S,Opportunities For Learning - Baldwin Park II,Baldwin Park Unified,Los Angeles,702,79,434,397,426,7,8.86
19642871930601,S,Baldwin Park High,Baldwin Park Unified,Los Angeles,424,179,459,473,446,58,32.40
19642871938166,S,Sierra Vista High,Baldwin Park Unified,Los Angeles,423,215,454,463,448,59,27.44
19642871996479,S,Opportunities for Learning - Baldwin Park,Baldwin Park Unified,Los Angeles,317,81,441,419,447,15,18.52
19642950000000,D,,Bassett Unified,Los Angeles,309,101,429,435,431,21,20.79
19642951930700,S,Bassett Senior High,Bassett Unified,Los Angeles,263,100,427,436,431,21,21.00
19642951936491,S,Nueva Vista Continuation High,Bassett Unified,Los Angeles,46,1,,,,,
19643030000000,D,,Bellflower Unified,Los Angeles,1099,381,481,490,465,140,36.75
19643031930775,S,Bellflower High,Bellflower Unified,Los Angeles,396,147,465,482,445,41,27.89
19643031935618,S,Mayfair High,Bellflower Unified,Los Angeles,511,234,490,495,478,99,42.31
19643110000000,D,,Beverly Hills Unified,Los Angeles,456,219,574,589,588,173,79.00
19643111930981,S,Beverly Hills High,Beverly Hills Unified,Los Angeles,439,219,574,589,588,173,79.00
19643290000000,D,,Bonita Unified,Los Angeles,838,415,496,497,495,194,46.75
19643291931088,S,Bonita High,Bonita Unified,Los Angeles,469,260,495,500,500,127,48.85
19643291937739,S,San Dimas High,Bonita Unified,Los Angeles,298,155,497,491,487,67,43.23
19643370000000,D,,Burbank Unified,Los Angeles,1678,680,516,524,509,385,56.62
19643371931187,S,Burbank High,Burbank Unified,Los Angeles,651,320,516,532,513,193,60.31
19643371931237,S,Burroughs High,Burbank Unified,Los Angeles,610,338,519,521,509,183,54.14
19643371996099,S,Options for Youth-Burbank Charter,Burbank Unified,Los Angeles,282,22,467,439,464,9,40.91
